Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5"
4707,10/18/22 21:10:00,,,,,,21,23,29,,,,,,,,,
4708,10/18/22 21:30:00,28,17,16,23,14,,,,18,17,17,9,28,22,51,,
4709,10/18/22 21:40:00,,,,,,19,31,27,,,,,,,,,
4710,10/18/22 22:00:00,44,26,22,34,22,,,,27,24,24,14,44,33,67,,
4711,10/18/22 22:10:00,,,,,,29,42,41,,,,,,,,,
4712,10/18/22 22:30:00,46,32,28,43,28,,,,34,32,31,18,46,39,68,,
4713,10/18/22 22:40:00,,,,,,32,49,44,,,,,,,,,
4714,10/18/22 23:00:00,38,28,22,36,23,,,,28,27,26,13,38,33,57,,
4715,10/18/22 23:10:00,,,,,,24,43,37,,,,,,,,,
4716,10/18/22 23:30:00,39,31,24,41,27,,,,33,31,28,17,41,37,54,,
4717,10/18/22 23:40:00,,,,,,27,33,39,,,,,,,,,
4718,10/19/22 00:00:00,38,26,22,34,23,,,,28,27,26,16,38,32,51,,
4719,10/19/22 00:10:00,,,,,,23,27,33,,,,,,,,,
4720,10/19/22 00:30:00,43,32,28,46,33,,,,38,34,36,18,47,41,71,,
4721,10/19/22 00:40:00,,,,,,31,16,42,,,,,,,,,
4722,10/19/22 01:00:00,21,16,14,21,13,,,,17,16,16,7,21,22,31,,
4723,10/19/22 01:10:00,,,,,,13,17,19,,,,,,,,,
4724,10/19/22 01:30:00,4,8,8,12,7,,,,9,9,8,6,4,11,8,,
4725,10/19/22 01:40:00,,,,,,4,3,8,,,,,,,,,
4726,10/19/22 02:00:00,2,2,1,2,1,,,,2,2,2,1,2,3,3,,
4727,10/19/22 02:10:00,,,,,,1,2,2,,,,,,,,,
4728,10/19/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,2,,
4729,10/19/22 02:40:00,,,,,,1,1,1,,,,,,,,,
4730,10/19/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4731,10/19/22 03:10:00,,,,,,1,1,1,,,,,,,,,
4732,10/19/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4733,10/19/22 03:40:00,,,,,,1,1,1,,,,,,,,,
4734,10/19/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4735,10/19/22 04:10:00,,,,,,1,1,1,,,,,,,,,
4736,10/19/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4737,10/19/22 04:40:00,,,,,,1,1,1,,,,,,,,,
4738,10/19/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4739,10/19/22 05:10:00,,,,,,1,1,1,,,,,,,,,
4740,10/19/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4741,10/19/22 05:40:00,,,,,,1,1,1,,,,,,,,,
4742,10/19/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4743,10/19/22 06:10:00,,,,,,1,1,1,,,,,,,,,
4744,10/19/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4745,10/19/22 06:40:00,,,,,,1,1,1,,,,,,,,,
4746,10/19/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4747,10/19/22 07:10:00,,,,,,1,1,1,,,,,,,,,
4748,10/19/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4749,10/19/22 07:40:00,,,,,,1,1,1,,,,,,,,,
4750,10/19/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4751,10/19/22 08:10:00,,,,,,1,1,1,,,,,,,,,
4752,10/19/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4753,10/19/22 08:40:00,,,,,,1,1,1,,,,,,,,,
4754,10/19/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4755,10/19/22 09:10:00,,,,,,1,1,1,,,,,,,,,
4756,10/19/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4757,10/19/22 09:40:00,,,,,,1,1,1,,,,,,,,,
4758,10/19/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4759,10/19/22 10:10:00,,,,,,1,1,1,,,,,,,,,
4760,10/19/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4761,10/19/22 10:40:00,,,,,,1,1,1,,,,,,,,,
4762,10/19/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4763,10/19/22 11:10:00,,,,,,1,1,1,,,,,,,,,
4764,10/19/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4765,10/19/22 11:40:00,,,,,,1,1,1,,,,,,,,,
4766,10/19/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4767,10/19/22 12:10:00,,,,,,1,1,1,,,,,,,,,
4768,10/19/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4769,10/19/22 12:40:00,,,,,,1,1,1,,,,,,,,,
4770,10/19/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4771,10/19/22 13:10:00,,,,,,1,1,1,,,,,,,,,
4772,10/19/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4773,10/19/22 13:40:00,,,,,,1,1,1,,,,,,,,,
4774,10/19/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4775,10/19/22 14:10:00,,,,,,1,1,1,,,,,,,,,
4776,10/19/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4777,10/19/22 14:40:00,,,,,,1,1,1,,,,,,,,,
4778,10/19/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4779,10/19/22 15:10:00,,,,,,1,1,1,,,,,,,,,
4780,10/19/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4781,10/19/22 15:40:00,,,,,,1,1,1,,,,,,,,,
4782,10/19/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4783,10/19/22 16:10:00,,,,,,1,1,1,,,,,,,,,
4784,10/19/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4785,10/19/22 16:40:00,,,,,,1,1,1,,,,,,,,,
4786,10/19/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4787,10/19/22 17:10:00,,,,,,1,1,1,,,,,,,,,
4788,10/19/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4789,10/19/22 17:40:00,,,,,,1,1,1,,,,,,,,,
4790,10/19/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,2,,
4791,10/19/22 18:10:00,,,,,,1,2,1,,,,,,,,,
4792,10/19/22 18:30:00,4,1,1,2,1,,,,1,2,2,1,6,2,7,,
4793,10/19/22 18:40:00,,,,,,2,6,4,,,,,,,,,
4794,10/19/22 19:00:00,17,8,6,9,6,,,,8,7,7,3,16,8,18,,
4795,10/19/22 19:10:00,,,,,,7,16,12,,,,,,,,,
4796,10/19/22 19:30:00,23,14,9,17,11,,,,14,14,13,7,23,17,32,,
4797,10/19/22 19:40:00,,,,,,12,27,22,,,,,,,,,
4798,10/19/22 20:00:00,47,24,16,29,23,,,,26,24,24,13,38,27,64,,
4799,10/19/22 20:10:00,,,,,,22,57,37,,,,,,,,,
4800,10/19/22 20:30:00,192,59,23,67,61,,,,51,64,86,62,59,62,167,,
4801,10/19/22 20:40:00,,,,,,32,91,89,,,,,,,,,
4802,10/19/22 21:00:00,181,158,26,89,83,,,,61,78,118,88,36,16,176,,
4803,10/19/22 21:10:00,,,,,,24,183,157,,,,,,,,,
4804,10/19/22 21:30:00,186,189,16,76,51,,,,28,53,128,113,21,19,166,,
4805,10/19/22 21:40:00,,,,,,12,51,154,,,,,,,,,
4806,10/19/22 22:00:00,124,112,14,81,43,,,,26,41,134,119,21,19,171,,
4807,10/19/22 22:10:00,,,,,,12,34,159,,,,,,,,,
4808,10/19/22 22:30:00,167,26,14,79,41,,,,26,37,124,37,19,17,169,,
4809,10/19/22 22:40:00,,,,,,12,27,159,,,,,,,,,
4810,10/19/22 23:00:00,58,22,14,87,33,,,,23,34,132,21,19,17,161,,
4811,10/19/22 23:10:00,,,,,,12,22,153,,,,,,,,,
4812,10/19/22 23:30:00,46,19,14,81,32,,,,21,28,129,17,18,16,146,,
4813,10/19/22 23:40:00,,,,,,12,18,138,,,,,,,,,
4814,10/20/22 00:00:00,34,14,13,73,41,,,,24,22,118,17,17,14,127,,
4815,10/20/22 00:10:00,,,,,,11,17,116,,,,,,,,,
4816,10/20/22 00:30:00,51,16,16,63,127,,,,74,21,92,18,32,17,53,,
4817,10/20/22 00:40:00,,,,,,22,23,89,,,,,,,,,
4818,10/20/22 01:00:00,24,16,16,37,66,,,,31,19,34,12,26,21,29,,
4819,10/20/22 01:10:00,,,,,,18,17,24,,,,,,,,,
4820,10/20/22 01:30:00,16,11,12,18,13,,,,14,12,14,6,14,16,17,,
4821,10/20/22 01:40:00,,,,,,9,6,13,,,,,,,,,
4822,10/20/22 02:00:00,6,4,4,7,4,,,,4,4,6,2,6,6,7,,
4823,10/20/22 02:10:00,,,,,,3,2,6,,,,,,,,,
4824,10/20/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4825,10/20/22 02:40:00,,,,,,1,1,1,,,,,,,,,
4826,10/20/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4827,10/20/22 03:10:00,,,,,,1,1,1,,,,,,,,,
4828,10/20/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4829,10/20/22 03:40:00,,,,,,1,1,1,,,,,,,,,
4830,10/20/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4831,10/20/22 04:10:00,,,,,,1,1,1,,,,,,,,,
4832,10/20/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4833,10/20/22 04:40:00,,,,,,1,1,1,,,,,,,,,
4834,10/20/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4835,10/20/22 05:10:00,,,,,,1,1,1,,,,,,,,,
4836,10/20/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4837,10/20/22 05:40:00,,,,,,1,1,1,,,,,,,,,
4838,10/20/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4839,10/20/22 06:10:00,,,,,,1,1,1,,,,,,,,,
4840,10/20/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4841,10/20/22 06:40:00,,,,,,1,1,1,,,,,,,,,
4842,10/20/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4843,10/20/22 07:10:00,,,,,,1,1,1,,,,,,,,,
4844,10/20/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4845,10/20/22 07:40:00,,,,,,1,1,1,,,,,,,,,
4846,10/20/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4847,10/20/22 08:10:00,,,,,,1,1,1,,,,,,,,,
4848,10/20/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4849,10/20/22 08:40:00,,,,,,1,1,1,,,,,,,,,
4850,10/20/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4851,10/20/22 09:10:00,,,,,,1,1,1,,,,,,,,,
4852,10/20/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4853,10/20/22 09:40:00,,,,,,1,1,1,,,,,,,,,
4854,10/20/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4855,10/20/22 10:10:00,,,,,,1,1,1,,,,,,,,,
4856,10/20/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4857,10/20/22 10:40:00,,,,,,1,1,1,,,,,,,,,
4858,10/20/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4859,10/20/22 11:10:00,,,,,,1,1,1,,,,,,,,,
4860,10/20/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4861,10/20/22 11:40:00,,,,,,1,1,1,,,,,,,,,
4862,10/20/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4863,10/20/22 12:10:00,,,,,,1,1,1,,,,,,,,,
4864,10/20/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4865,10/20/22 12:40:00,,,,,,1,1,1,,,,,,,,,
4866,10/20/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4867,10/20/22 13:10:00,,,,,,1,1,1,,,,,,,,,
4868,10/20/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4869,10/20/22 13:40:00,,,,,,1,1,1,,,,,,,,,
4870,10/20/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4871,10/20/22 14:10:00,,,,,,1,1,1,,,,,,,,,
4872,10/20/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4873,10/20/22 14:40:00,,,,,,1,1,1,,,,,,,,,
4874,10/20/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4875,10/20/22 15:10:00,,,,,,1,1,1,,,,,,,,,
4876,10/20/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4877,10/20/22 15:40:00,,,,,,1,1,1,,,,,,,,,
4878,10/20/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4879,10/20/22 16:10:00,,,,,,1,1,1,,,,,,,,,
4880,10/20/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4881,10/20/22 16:40:00,,,,,,1,1,1,,,,,,,,,
4882,10/20/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4883,10/20/22 17:10:00,,,,,,1,1,1,,,,,,,,,
4884,10/20/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4885,10/20/22 17:40:00,,,,,,1,1,1,,,,,,,,,
4886,10/20/22 18:00:00,2,1,1,1,1,,,,1,1,1,1,2,1,2,,
4887,10/20/22 18:10:00,,,,,,1,2,1,,,,,,,,,
4888,10/20/22 18:30:00,4,2,2,2,1,,,,2,2,2,1,6,3,8,,
4889,10/20/22 18:40:00,,,,,,2,6,4,,,,,,,,,
4890,10/20/22 19:00:00,12,7,4,8,4,,,,6,6,6,3,14,7,11,,
4891,10/20/22 19:10:00,,,,,,4,19,9,,,,,,,,,
4892,10/20/22 19:30:00,33,17,8,16,12,,,,14,14,14,7,29,16,21,,
4893,10/20/22 19:40:00,,,,,,9,29,23,,,,,,,,,
4894,10/20/22 20:00:00,23,22,13,24,17,,,,21,19,21,11,26,22,47,,
4895,10/20/22 20:10:00,,,,,,17,27,27,,,,,,,,,
4896,10/20/22 20:30:00,21,24,18,29,22,,,,24,23,24,13,22,27,33,,
4897,10/20/22 20:40:00,,,,,,18,27,32,,,,,,,,,
4898,10/20/22 21:00:00,49,24,17,31,22,,,,26,23,24,11,47,26,137,,
4899,10/20/22 21:10:00,,,,,,27,56,39,,,,,,,,,
4900,10/20/22 21:30:00,91,49,39,66,47,,,,54,48,49,26,77,56,134,,
4901,10/20/22 21:40:00,,,,,,43,61,66,,,,,,,,,
4902,10/20/22 22:00:00,42,56,42,76,59,,,,63,56,61,31,42,62,81,,
4903,10/20/22 22:10:00,,,,,,58,38,98,,,,,,,,,
4904,10/20/22 22:30:00,57,46,33,64,54,,,,52,47,57,28,61,48,92,,
4905,10/20/22 22:40:00,,,,,,36,39,53,,,,,,,,,
4906,10/20/22 23:00:00,39,42,36,61,46,,,,51,43,48,26,38,52,78,,
4907,10/20/22 23:10:00,,,,,,41,64,58,,,,,,,,,
4908,10/20/22 23:30:00,46,36,31,57,43,,,,44,37,44,18,34,42,183,,
4909,10/20/22 23:40:00,,,,,,32,48,47,,,,,,,,,
4910,10/21/22 00:00:00,66,38,33,63,56,,,,52,41,52,22,53,46,91,,
4911,10/21/22 00:10:00,,,,,,33,33,47,,,,,,,,,
4912,10/21/22 00:30:00,32,26,23,39,31,,,,32,27,31,16,29,31,61,,
4913,10/21/22 00:40:00,,,,,,22,34,29,,,,,,,,,
4914,10/21/22 01:00:00,34,24,22,42,38,,,,33,26,33,14,32,32,52,,
4915,10/21/22 01:10:00,,,,,,22,16,31,,,,,,,,,
4916,10/21/22 01:30:00,14,13,13,24,26,,,,19,14,21,8,12,17,14,,
4917,10/21/22 01:40:00,,,,,,12,7,18,,,,,,,,,
4918,10/21/22 02:00:00,4,4,6,9,9,,,,7,6,8,3,4,7,6,,
4919,10/21/22 02:10:00,,,,,,3,2,4,,,,,,,,,
4920,10/21/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4921,10/21/22 02:40:00,,,,,,1,1,1,,,,,,,,,
4922,10/21/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4923,10/21/22 03:10:00,,,,,,1,1,1,,,,,,,,,
4924,10/21/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4925,10/21/22 03:40:00,,,,,,1,1,1,,,,,,,,,
4926,10/21/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4927,10/21/22 04:10:00,,,,,,1,1,1,,,,,,,,,
4928,10/21/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4929,10/21/22 04:40:00,,,,,,1,1,1,,,,,,,,,
4930,10/21/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4931,10/21/22 05:10:00,,,,,,1,1,1,,,,,,,,,
4932,10/21/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4933,10/21/22 05:40:00,,,,,,1,1,1,,,,,,,,,
4934,10/21/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4935,10/21/22 06:10:00,,,,,,1,1,1,,,,,,,,,
4936,10/21/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4937,10/21/22 06:40:00,,,,,,1,1,1,,,,,,,,,
4938,10/21/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4939,10/21/22 07:10:00,,,,,,1,1,1,,,,,,,,,
4940,10/21/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4941,10/21/22 07:40:00,,,,,,1,1,1,,,,,,,,,
4942,10/21/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4943,10/21/22 08:10:00,,,,,,1,1,1,,,,,,,,,
4944,10/21/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4945,10/21/22 08:40:00,,,,,,1,1,1,,,,,,,,,
4946,10/21/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4947,10/21/22 09:10:00,,,,,,1,1,1,,,,,,,,,
4948,10/21/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4949,10/21/22 09:40:00,,,,,,1,1,1,,,,,,,,,
4950,10/21/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4951,10/21/22 10:10:00,,,,,,1,1,1,,,,,,,,,
4952,10/21/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4953,10/21/22 10:40:00,,,,,,1,1,1,,,,,,,,,
4954,10/21/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4955,10/21/22 11:10:00,,,,,,1,1,1,,,,,,,,,
4956,10/21/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4957,10/21/22 11:40:00,,,,,,1,1,1,,,,,,,,,
4958,10/21/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4959,10/21/22 12:10:00,,,,,,1,1,1,,,,,,,,,
4960,10/21/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4961,10/21/22 12:40:00,,,,,,1,1,1,,,,,,,,,
4962,10/21/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4963,10/21/22 13:10:00,,,,,,1,1,1,,,,,,,,,
4964,10/21/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4965,10/21/22 13:40:00,,,,,,1,1,1,,,,,,,,,
4966,10/21/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4967,10/21/22 14:10:00,,,,,,1,1,1,,,,,,,,,
4968,10/21/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4969,10/21/22 14:40:00,,,,,,1,1,1,,,,,,,,,
4970,10/21/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4971,10/21/22 15:10:00,,,,,,1,1,1,,,,,,,,,
4972,10/21/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4973,10/21/22 15:40:00,,,,,,1,1,1,,,,,,,,,
4974,10/21/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4975,10/21/22 16:10:00,,,,,,1,1,1,,,,,,,,,
4976,10/21/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4977,10/21/22 16:40:00,,,,,,1,1,1,,,,,,,,,
4978,10/21/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4979,10/21/22 17:10:00,,,,,,1,1,1,,,,,,,,,
4980,10/21/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4981,10/21/22 17:40:00,,,,,,1,1,1,,,,,,,,,
4982,10/21/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
4983,10/21/22 18:10:00,,,,,,1,1,1,,,,,,,,,
4984,10/21/22 18:30:00,3,1,1,1,1,,,,1,1,1,1,3,1,4,,
4985,10/21/22 18:40:00,,,,,,1,4,2,,,,,,,,,
4986,10/21/22 19:00:00,12,4,3,6,4,,,,4,4,6,2,11,6,14,,
4987,10/21/22 19:10:00,,,,,,4,16,9,,,,,,,,,
4988,10/21/22 19:30:00,27,14,9,18,12,,,,17,14,14,7,26,17,32,,
4989,10/21/22 19:40:00,,,,,,14,26,22,,,,,,,,,
4990,10/21/22 20:00:00,23,18,17,26,17,,,,21,18,19,12,26,24,32,,
4991,10/21/22 20:10:00,,,,,,18,24,24,,,,,,,,,
4992,10/21/22 20:30:00,31,18,18,28,18,,,,23,19,22,12,32,26,37,,
4993,10/21/22 20:40:00,,,,,,19,27,27,,,,,,,,,
4994,10/21/22 21:00:00,32,21,19,32,22,,,,26,22,24,13,32,28,42,,
4995,10/21/22 21:10:00,,,,,,22,27,28,,,,,,,,,
4996,10/21/22 21:30:00,37,22,19,33,26,,,,29,24,28,13,37,29,52,,
4997,10/21/22 21:40:00,,,,,,24,33,33,,,,,,,,,
4998,10/21/22 22:00:00,52,29,21,43,34,,,,38,32,36,16,49,37,72,,
4999,10/21/22 22:10:00,,,,,,32,49,44,,,,,,,,,
5000,10/21/22 22:30:00,72,39,22,57,49,,,,52,43,51,21,67,47,92,,
5001,10/21/22 22:40:00,,,,,,46,73,63,,,,,,,,,
5002,10/21/22 23:00:00,63,49,28,71,57,,,,63,52,59,29,67,62,77,,
5003,10/21/22 23:10:00,,,,,,51,51,71,,,,,,,,,
5004,10/21/22 23:30:00,36,32,26,52,39,,,,42,34,43,24,38,47,38,,
5005,10/21/22 23:40:00,,,,,,33,26,43,,,,,,,,,
5006,10/22/22 00:00:00,29,17,12,33,31,,,,28,21,31,12,29,24,31,,
5007,10/22/22 00:10:00,,,,,,23,19,29,,,,,,,,,
5008,10/22/22 00:30:00,21,13,9,26,23,,,,21,16,23,9,22,19,33,,
5009,10/22/22 00:40:00,,,,,,18,17,23,,,,,,,,,
5010,10/22/22 01:00:00,16,9,8,17,12,,,,13,11,14,7,16,16,21,,
5011,10/22/22 01:10:00,,,,,,11,9,13,,,,,,,,,
5012,10/22/22 01:30:00,8,6,4,9,6,,,,7,6,8,3,8,9,12,,
5013,10/22/22 01:40:00,,,,,,6,6,8,,,,,,,,,
5014,10/22/22 02:00:00,8,4,3,7,4,,,,4,3,6,2,8,6,8,,
5015,10/22/22 02:10:00,,,,,,4,2,6,,,,,,,,,
5016,10/22/22 02:30:00,1,1,1,2,1,,,,1,1,2,1,1,2,1,,
5017,10/22/22 02:40:00,,,,,,1,1,1,,,,,,,,,
5018,10/22/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5019,10/22/22 03:10:00,,,,,,1,1,1,,,,,,,,,
5020,10/22/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5021,10/22/22 03:40:00,,,,,,1,1,1,,,,,,,,,
5022,10/22/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5023,10/22/22 04:10:00,,,,,,1,1,1,,,,,,,,,
5024,10/22/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5025,10/22/22 04:40:00,,,,,,1,1,1,,,,,,,,,
5026,10/22/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5027,10/22/22 05:10:00,,,,,,1,1,1,,,,,,,,,
5028,10/22/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5029,10/22/22 05:40:00,,,,,,1,1,1,,,,,,,,,
5030,10/22/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5031,10/22/22 06:10:00,,,,,,1,1,1,,,,,,,,,
5032,10/22/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5033,10/22/22 06:40:00,,,,,,1,1,1,,,,,,,,,
5034,10/22/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5035,10/22/22 07:10:00,,,,,,1,1,1,,,,,,,,,
5036,10/22/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5037,10/22/22 07:40:00,,,,,,1,1,1,,,,,,,,,
5038,10/22/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5039,10/22/22 08:10:00,,,,,,1,1,1,,,,,,,,,
5040,10/22/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
5041,10/22/22 08:40:00,,,,,,1,1,1,,,,,,,,,
5042,10/22/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
